Sr. No.,work_id,Work category,work_category_code,State,IDA,MP,Elected/Nominated,Work description,Recommended date,Sanction Date,sanction_lag_days,sanction_amount,Work Status,work_status_code
9425,"WS/MP18335/2024-2025/152916-Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,1,Chhattisgarh,JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA),RADHE SHYAM RATHIYA (2024-2029),Elected MP,Road construction/upgradation work,2024-11-17,2024-12-11,24,799968.0,Physical Inspection,0
9426,"WS/MP18335/2024-2025/152917-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Normal/Others,1,Chhattisgarh,JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA),RADHE SHYAM RATHIYA (2024-2029),Elected MP,Guardwall Construction work,2024-11-17,2024-12-23,36,500000.0,Physical Inspection,0
9427,WS/MP18335/2024-2025/152918-Construction of culverts and bridges,Normal/Others,1,Chhattisgarh,JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA),RADHE SHYAM RATHIYA (2024-2029),Elected MP,"Construction Of Culvert, bridge",2024-11-17,2024-12-11,24,999455.0,Physical Inspection,0
9428,WS/MP18038/2025-2026/152919-Lighting of public spaces,Normal/Others,1,Bihar,KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA),TARIQ ANWAR (2024-2029),Elected MP,Purchase and installation of 16-meter high electric-powered high mast LED (250W 8) lights.,2024-11-17,2025-10-06,323,994740.0,Physical Inspection,0
9429,WS/MP18228/2024-2025/152921-Street lights,Normal/Others,1,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ (2024-2029),Elected MP,"1- DEEPAK YADAV S\O JANARDAN(KARIYA), 2- ARUN YADAV S\O KAMTA PRASAD YADAV, 3- RAJ BAHADUR S\O PUNVASI, 4- DILIP KUMAR NISHAD S\O RAJA RAM NISHAD, 5- SURESH YADAV S\O BADDAL YADAV K GHAR KUL 05 NAG SOLAR LIGHT",2024-11-21,2024-12-06,15,104480.0,Physical Inspection,0
9430,WS/MP18038/2025-2026/152922-Lighting of public spaces,Normal/Others,1,Bihar,KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA),TARIQ ANWAR (2024-2029),Elected MP,Purchase and installation of 16-meter high electric-powered high mast LED (250W 8) lights.,2024-11-17,2025-10-06,323,994740.0,Physical Inspection,0
9431,WS/MP18038/2025-2026/152923-Lighting of public spaces,Normal/Others,1,Bihar,KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA),TARIQ ANWAR (2024-2029),Elected MP,Purchase and installation of 16-meter high electric-powered high mast LED (250W 8) lights.,2024-11-17,2025-10-06,323,994740.0,Physical Inspection,0
9432,WS/MP18335/2024-2025/152924-Construction of community centers and community halls,Normal/Others,1,Chhattisgarh,Sarangarh-Bilaigarh(Collector SB_IDA),RADHE SHYAM RATHIYA (2024-2029),Elected MP,Construction Of Community Building,2024-11-17,2024-12-24,37,898971.0,Physical Inspection,0
9433,"WS/MP18335/2024-2025/152926-Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,1,Chhattisgarh,Sarangarh-Bilaigarh(Collector SB_IDA),RADHE SHYAM RATHIYA (2024-2029),Elected MP,CC road construction work,2024-11-17,2024-12-19,32,1498318.0,Physical Inspection,0
9434,WS/MP18228/2024-2025/152927-Street lights,Normal/Others,1,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ (2024-2029),Elected MP,"1- NOOR ALAM S\O MOH. SALIM, 2- JAGDISH KUMAR S\O SATYDEV YADAV K GHAR KUL 02 NAG SOLAR LIGHT",2024-11-21,2024-12-06,15,41792.0,Physical Inspection,0
9435,"WS/MP18335/2024-2025/152929-Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,1,Chhattisgarh,Sarangarh-Bilaigarh(Collector SB_IDA),RADHE SHYAM RATHIYA (2024-2029),Elected MP,CC road Construction work,2024-11-17,2024-12-19,32,798791.0,Physical Inspection,0
9436,WS/MP18038/2025-2026/152930-Lighting of public spaces,Normal/Others,1,Bihar,KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA),TARIQ ANWAR (2024-2029),Elected MP,Purchase and installation of 16-meter high electric-powered high mast LED (250W 8) lights.,2024-11-17,2025-10-06,323,994740.0,Physical Inspection,0
9437,WS/MP18038/2025-2026/152932-Lighting of public spaces,Normal/Others,1,Bihar,KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA),TARIQ ANWAR (2024-2029),Elected MP,Purchase and installation of 16-meter high electric-powered high mast LED (250W 8) lights.,2024-11-17,2026-01-09,418,994740.0,Physical Inspection,0
9438,WS/MP18228/2024-2025/152933-Street lights,Normal/Others,1,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ (2024-2029),Elected MP,"1- MOH. SHABBIR S\O MOH. ISLAM, 2- RAM CHANDRA NISHAD S\O RAM ROOP NISHAD, 3- ROHIT SAROJ S\O HEERA SAROJ, 4- MOHIT YADAV S\O RAJARAM YADAV K GHAR KUL 04 NAG SOLAR LIGHT",2024-11-21,2024-12-06,15,83584.0,Physical Inspection,0
9439,"WS/MP18335/2024-2025/152934-Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,1,Chhattisgarh,Sarangarh-Bilaigarh(Collector SB_IDA),RADHE SHYAM RATHIYA (2024-2029),Elected MP,CC Road Construction Work,2024-11-17,2024-12-19,32,799958.0,Physical Inspection,0
9440,WS/MP18038/2025-2026/152935-Lighting of public spaces,Normal/Others,1,Bihar,KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA),TARIQ ANWAR (2024-2029),Elected MP,Purchase and installation of 16-meter high electric-powered high mast LED (250W 8) lights.,2024-11-17,2025-10-06,323,994740.0,Physical Inspection,0
9441,WS/MP18335/2024-2025/152936-Construction of culverts and bridges,Normal/Others,1,Chhattisgarh,Sarangarh-Bilaigarh(Collector SB_IDA),RADHE SHYAM RATHIYA (2024-2029),Elected MP,Construction Of Culvert(bridge),2024-11-17,2024-12-19,32,798959.0,Physical Inspection,0
9442,WS/MP18228/2024-2025/152937-Street lights,Normal/Others,1,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ (2024-2029),Elected MP,RAVISHANKAR YADAV S\O KALP NATH YADAV K GHAR 01 NAG SOLAR LIGHT,2024-11-21,2024-12-06,15,20896.0,Physical Inspection,0
9443,WS/MP18038/2025-2026/152938-Lighting of public spaces,Normal/Others,1,Bihar,KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA),TARIQ ANWAR (2024-2029),Elected MP,Purchase and installation of 16-meter high electric-powered high mast LED (250W 8) lights.,2024-11-17,2025-10-06,323,994740.0,Physical Inspection,0
9444,WS/MP18228/2024-2025/152939-Street lights,Normal/Others,1,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ (2024-2029),Elected MP,"1- RAM ASHRE YADAV S\O BARSATI YADAV, 2- SOHRAB YADAV S\O JAAN MOHAMMAD K GHAR KUL 02 NAG SOLAR LIGHT",2024-11-21,2024-12-06,15,41792.0,Physical Inspection,0
9445,WS/MP18038/2025-2026/152940-Lighting of public spaces,Normal/Others,1,Bihar,KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA),TARIQ ANWAR (2024-2029),Elected MP,Purchase and installation of 16-meter high electric-powered high mast LED (250W 8) lights.,2024-11-17,2025-10-06,323,994740.0,Physical Inspection,0
9446,WS/MP18228/2024-2025/152941-Street lights,Normal/Others,1,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ (2024-2029),Elected MP,"1- SUJEET KUMAR YADAV S\O HANS RAJ YADAV, 2- MANEESH YADAV S\O SUBEDAR YADAV K GHAR KUL 02 NAG SOLAR LIGHT",2024-11-21,2024-12-06,15,41792.0,Physical Inspection,0
9447,WS/MP18038/2025-2026/152942-Lighting of public spaces,Normal/Others,1,Bihar,KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA),TARIQ ANWAR (2024-2029),Elected MP,Purchase and installation of 16-meter high electric-powered high mast LED (250W 8) lights.,2024-11-17,2025-10-06,323,994740.0,Physical Inspection,0
9448,WS/MP18228/2024-2025/152943-Street lights,Normal/Others,1,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ (2024-2029),Elected MP,JAMIDAR SAROJ S\O CHAHETU SAROJ K GHAR 01 NAG SOLAR LIGHT,2024-11-21,2024-12-06,15,20896.0,Physical Inspection,0
9449,WS/MP18228/2024-2025/152944-Street lights,Normal/Others,1,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ (2024-2029),Elected MP,"1- BISMILLA S\O MO. ALI, 2- SAMLOO BIND S\O HORILAL BIND, 3- NASIM AKRAM S\O MUKHTAR AHMAD, 4- AMAR BAHADUR S\O SIYA RAM YADAV K GHAR KUL 04 NAG SOLAR LIGHT",2024-11-21,2024-12-06,15,83584.0,Physical Inspection,0
9450,WS/MP18228/2024-2025/152945-Street lights,Normal/Others,1,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ (2024-2029),Elected MP,"1- SANNI YADAV S\O SURENDRA PRASAD YADAV, 2- VINIT YADAV S\O RAJENDRA YADAV K GHAR KUL 02 NAG SOLAR LIGHT",2024-11-21,2024-12-06,15,41792.0,Physical Inspection,0
9451,WS/MP18228/2024-2025/152946-Street lights,Normal/Others,1,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ (2024-2029),Elected MP,AWADHESH YADAV S\O RAJPAT YADAV K GHAR 01 NAG SOLAR LIGHT,2024-11-21,2024-12-06,15,20896.0,Physical Inspection,0
9452,WS/MP18038/2025-2026/152947-Lighting of public spaces,Normal/Others,1,Bihar,KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA),TARIQ ANWAR (2024-2029),Elected MP,Purchase and installation of 16-meter high electric-powered high mast LED (250W 8) lights.,2024-11-17,2025-10-06,323,994740.0,Physical Inspection,0
9453,WS/MP18228/2024-2025/152948-Street lights,Normal/Others,1,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ (2024-2029),Elected MP,"1- HAYATULLA S\O ATAULLA, 2- ARIF ADSHAD S\O MO. NAYIM, 3- SHIVKUMAR S\O RAJENDRA RAJBHAR K GHAR KUL 03 NAG SOLAR LIGHT",2024-11-21,2024-12-06,15,62688.0,Physical Inspection,0
9454,WS/MP18228/2024-2025/152949-Street lights,Normal/Others,1,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ (2024-2029),Elected MP,AKHILESH YADAV S\O GRAM SEVAK YADAV K GHAR 01 NAG SOLAR LIGHT,2024-11-21,2024-12-06,15,20896.0,Physical Inspection,0
9455,WS/MP18038/2025-2026/152950-Lighting of public spaces,Normal/Others,1,Bihar,KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA),TARIQ ANWAR (2024-2029),Elected MP,Purchase and installation of 16-meter high electric-powered high mast LED (250W 8) lights.,2024-11-17,2026-01-09,418,994740.0,Physical Inspection,0
9456,WS/MP18228/2024-2025/152951-Street lights,Normal/Others,1,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ (2024-2029),Elected MP,"1- ASHISH YADAV S\O JAWAHIR, 2- CHANDRESH SAROJ S\O SHYAM LAL, 3- PREM PRAKASH YADAV S\O HARISHCHANDRA K GHAR KUL 03 NAG SOLAR LIGHT",2024-11-21,2024-12-06,15,62688.0,Physical Inspection,0
9457,WS/MP18038/2025-2026/152952-Lighting of public spaces,Normal/Others,1,Bihar,KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA),TARIQ ANWAR (2024-2029),Elected MP,Purchase and installation of 16-meter high electric-powered high mast LED (250W 8) lights.,2024-11-17,2025-10-06,323,994740.0,Physical Inspection,0
9458,WS/MP18038/2025-2026/152953-Lighting of public spaces,Normal/Others,1,Bihar,KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA),TARIQ ANWAR (2024-2029),Elected MP,Purchase and installation of 16-meter high electric-powered high mast LED (250W 8) lights.,2024-11-17,2026-01-09,418,994740.0,Physical Inspection,0
9459,WS/MP18038/2025-2026/152954-Lighting of public spaces,Normal/Others,1,Bihar,KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA),TARIQ ANWAR (2024-2029),Elected MP,Purchase and installation of 16-meter high electric-powered high mast LED (200W*8) lights.,2024-11-17,2026-01-09,418,994740.0,Physical Inspection,0
9460,WS/MP18038/2025-2026/152955-Lighting of public spaces,Normal/Others,1,Bihar,KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA),TARIQ ANWAR (2024-2029),Elected MP,Purchase and installation of 16-meter high electric-powered high mast LED (250W 8) lights.,2024-11-17,2025-10-06,323,994740.0,Physical Inspection,0
9461,"WS/MP18335/2024-2025/152958-Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,1,Chhattisgarh,Sarangarh-Bilaigarh(Collector SB_IDA),RADHE SHYAM RATHIYA (2024-2029),Elected MP,CC road Construction Work,2024-11-17,2024-12-19,32,549982.0,Physical Inspection,0
9462,"WS/MP18335/2024-2025/152959-Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,1,Chhattisgarh,Sarangarh-Bilaigarh(Collector SB_IDA),RADHE SHYAM RATHIYA (2024-2029),Elected MP,CC road construction Work,2024-11-17,2024-12-19,32,549814.0,Physical Inspection,0
9463,"WS/MP18335/2024-2025/152960-Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,1,Chhattisgarh,Sarangarh-Bilaigarh(Collector SB_IDA),RADHE SHYAM RATHIYA (2024-2029),Elected MP,CC road Construction Work,2024-11-17,2024-12-19,32,693583.0,Physical Inspection,0
9464,WS/MP18335/2024-2025/152962-Construction of culverts and bridges,Normal/Others,1,Chhattisgarh,RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA),RADHE SHYAM RATHIYA (2024-2029),Elected MP,Construction Of Culvert(bridge),2024-11-17,2025-03-28,131,1400000.0,Physical Inspection,0
9465,"WS/MP18335/2024-2025/152963-Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,1,Chhattisgarh,RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA),RADHE SHYAM RATHIYA (2024-2029),Elected MP,CC road Construction Work,2024-11-17,2025-03-27,130,793554.0,Physical Inspection,0
9466,WS/MP827/2024-2025/152964-Construction of common work sheds/ common covered sitting area,Normal/Others,1,West Bengal,PASCHIM BARDHAMAN(DISTRICT MAGISTRATE PASCHIM BARDHAMAN_IDA),Shatrughan Sinha (2024-2029),Elected MP,Construction of Cultural Shed,2024-11-17,2025-02-21,96,900000.0,Sanction,1
9467,WS/MP827/2024-2025/152965-Construction of community centers and community halls,Normal/Others,1,West Bengal,PASCHIM BARDHAMAN(DISTRICT MAGISTRATE PASCHIM BARDHAMAN_IDA),Shatrughan Sinha (2024-2029),Elected MP,Construction of New Community Hall,2024-11-17,2025-02-21,96,1700000.0,Sanction,1
9468,WS/MP827/2024-2025/152967-Renovation of ponds and lakes,Repair and Renovation,2,West Bengal,PASCHIM BARDHAMAN(DISTRICT MAGISTRATE PASCHIM BARDHAMAN_IDA),Shatrughan Sinha (2024-2029),Elected MP,Construction and Beautification of existing pond.,2024-11-17,2025-02-21,96,900000.0,Sanction,1
9469,"WS/MP823/2025-2026/152968-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",Repair and Renovation,2,West Bengal,NADIA(DISTRICT MAGISTRATE NADIA_IDA),Ms Mahua Moitra (2024-2029),Elected MP,Repair of RH Machine No B3910 at Karimpur Rural Hospital Under Karimpur-1 Block.,2024-11-18,2025-08-22,277,561629.0,Physical Inspection,0
9470,WS/MP823/2025-2026/152969-Construction of culverts and bridges,Normal/Others,1,West Bengal,NADIA(DISTRICT MAGISTRATE NADIA_IDA),Ms Mahua Moitra (2024-2029),Elected MP,Construction of Culvert connect of Gobindapur sansad to Tarakganj sansad at the river of voirab  at Dighalkandi GP Under Karimpur-II Block.(PHASE-I),2024-11-18,2025-04-03,136,4924873.0,Physical Inspection,0
9471,WS/MP18228/2024-2025/152970-Street lights,Normal/Others,1,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ (2024-2029),Elected MP,"1- JAGAT NARAYAN S\O SANKATHA PRASAD, 2- SHADAB AKHTAR S\O AKHTAR K GHAR KUL 02 NAG SOLAR LIGHT",2024-11-21,2024-12-06,15,41792.0,Physical Inspection,0
9472,WS/MP18228/2024-2025/152971-Street lights,Normal/Others,1,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ (2024-2029),Elected MP,MOH. SALMAN ANSARI S\O SIRAJJUDDIN K GHAR 01 NAG SOLAR LIGHT,2024-11-21,2024-12-06,15,20896.0,Physical Inspection,0
9473,WS/MP18228/2024-2025/152972-Street lights,Normal/Others,1,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ (2024-2029),Elected MP,VINOD PRAJAPATI S\O BABURAM PRAJAPATI K GHAR 01 NAG SOLAR LIGHT,2024-11-21,2024-12-06,15,20896.0,Physical Inspection,0
9474,WS/MP18228/2024-2025/152973-Street lights,Normal/Others,1,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ (2024-2029),Elected MP,VIVEK JAYSWAL S\O RAJINDAR JAYSWAL K GHAR 01 NAG SOLAR LIGHT,2024-11-21,2024-12-06,15,20900.0,Vendor Identification,3
9475,WS/MP18228/2024-2025/152974-Street lights,Normal/Others,1,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ (2024-2029),Elected MP,SIRAJUDDIN KHAN S\O RAUF KHAN K GHAR 01 SOLAR LIGHT,2024-11-21,2024-12-06,15,20896.0,Physical Inspection,0
9476,WS/MP18228/2024-2025/152975-Street lights,Normal/Others,1,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ (2024-2029),Elected MP,"1- MANOJ KUMAR YADAV S\O LATE. TEJ BAHADUR, 2- RAJESH YADAV S\O RAM KHELAWAN YADAV, 3- JAWAHIR YADAV S\O LATE. RAMJEET YADAV K GHAR KUL 03 NAG SOLAR LIGHT",2024-11-21,2024-12-06,15,62688.0,Physical Inspection,0
9477,WS/MP18228/2024-2025/152977-Street lights,Normal/Others,1,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ (2024-2029),Elected MP,RAVI YADAV S\O LATE. RAMNATH YADAV K GHAR 01 NAG SOLAR LIGHT,2024-11-21,2024-12-06,15,20896.0,Physical Inspection,0
9478,"WS/MP526/2025-2026/152984-Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,1,Andhra Pradesh,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y S Avinash Reddy (2024-2029),Elected MP,Formation of Road upto Gravel Surface from Vara Lakshmi Fields to N Pedha Obulesu Fields at B Kottalapalli (V &GP) of Kondapuram Mandal,2024-12-14,2025-05-09,146,300000.0,Sanction,1
9479,WS/MP350/2025-2026/152985-Street lights,Normal/Others,1,Kerala,KASARAGOD(DISTRICT COLLECTOR KASARAGOD_IDA),Shri Rajmohan Unnithan  (2024-2029),Elected MP,8th Mile-Balanadukkam surroundings at Ward 13 of Muliyar GP,2024-11-18,2025-06-13,207,299169.0,Physical Inspection,0
9480,WS/MP350/2025-2026/152986-Street lights,Normal/Others,1,Kerala,KASARAGOD(DISTRICT COLLECTOR KASARAGOD_IDA),Shri Rajmohan Unnithan  (2024-2029),Elected MP,Mini High mast light near Aloor Juma Masjid ward 14 of Muliyar GP,2024-11-18,2025-09-24,310,299170.0,Physical Inspection,0
9481,WS/MP350/2025-2026/152987-Street lights,Normal/Others,1,Kerala,KASARAGOD(DISTRICT COLLECTOR KASARAGOD_IDA),Shri Rajmohan Unnithan  (2024-2029),Elected MP,Mini High mast light at Bhava Nagar Junction (Ward 37),2024-11-18,2025-07-23,247,300000.0,Physical Inspection,0
9482,WS/MP350/2025-2026/152989-Street lights,Normal/Others,1,Kerala,KASARAGOD(DISTRICT COLLECTOR KASARAGOD_IDA),Shri Rajmohan Unnithan  (2024-2029),Elected MP,Near Mukkud Karakkunn Badar JumaMasjid Chithari Village (Ward 23),2024-11-18,2025-08-13,268,298935.0,Physical Inspection,0
9483,WS/MP18031/2025-2026/152997-Purchase of books and periodicals for libraries/digitization of library books,Normal/Others,1,Bihar,GAYA(DISTRICT PLANNING OFFICER GAYA_IDA),ABHAY KUMAR SINHA (2024-2029),Elected MP,purchase of books for school public library.,2024-11-19,2025-04-16,148,473826.0,Physical Inspection,0
9484,WS/MP18031/2025-2026/152998-Purchase of books and periodicals for libraries/digitization of library books,Normal/Others,1,Bihar,GAYA(DISTRICT PLANNING OFFICER GAYA_IDA),ABHAY KUMAR SINHA (2024-2029),Elected MP,purchase of books for school public library,2024-11-19,2025-04-16,148,473826.0,Physical Inspection,0
9485,WS/MP18031/2025-2026/152999-Purchase of books and periodicals for libraries/digitization of library books,Normal/Others,1,Bihar,GAYA(DISTRICT PLANNING OFFICER GAYA_IDA),ABHAY KUMAR SINHA (2024-2029),Elected MP,purchase of books for school public library,2024-11-19,2025-04-16,148,473826.0,Physical Inspection,0
9486,WS/MP18031/2025-2026/153000-Purchase of books and periodicals for libraries/digitization of library books,Normal/Others,1,Bihar,GAYA(DISTRICT PLANNING OFFICER GAYA_IDA),ABHAY KUMAR SINHA (2024-2029),Elected MP,purchase of books for school public library,2024-11-19,2025-04-16,148,473826.0,Physical Inspection,0
9487,WS/MP18338/2024-2025/153001-Street lights,Normal/Others,1,Telangana,NALGONDA(DISTRICT COLLECTOR NALGONDA),CHAMALA KIRAN KUMAR REDDY (2024-2029),Elected MP,PROVIDING OF STREET LIGHTS IN MANDRA VILLAGE,2024-11-18,2025-01-09,52,297813.0,Physical Inspection,0
9488,WS/MP18338/2024-2025/153002-Street lights,Normal/Others,1,Telangana,NALGONDA(DISTRICT COLLECTOR NALGONDA),CHAMALA KIRAN KUMAR REDDY (2024-2029),Elected MP,PROVIDING OF STREET LIGHTS IN NAKKALAPALLY VILLAGE,2024-11-18,2025-01-09,52,497567.0,Physical Inspection,0
9489,WS/MP18338/2024-2025/153003-Street lights,Normal/Others,1,Telangana,NALGONDA(DISTRICT COLLECTOR NALGONDA),CHAMALA KIRAN KUMAR REDDY (2024-2029),Elected MP,PROVIDING OF STREET LIGHTS IN NEMMANI VILLAGE,2024-11-18,2025-01-09,52,297813.0,Physical Inspection,0
9490,WS/MP350/2025-2026/153004-Street lights,Normal/Others,1,Kerala,KASARAGOD(DISTRICT COLLECTOR KASARAGOD_IDA),Shri Rajmohan Unnithan  (2024-2029),Elected MP,"Mini High mast Light near Badariya Juma masjid, Cherupanathady (Ward 12)",2024-11-18,2025-04-23,156,299264.0,Physical Inspection,0
9491,WS/MP18338/2024-2025/153005-Street lights,Normal/Others,1,Telangana,NALGONDA(DISTRICT COLLECTOR NALGONDA),CHAMALA KIRAN KUMAR REDDY (2024-2029),Elected MP,PROVIDING OF STREET LIGHTS IN CHINA THUMALAGUDEM VILLAGE,2024-11-18,2025-01-09,52,299716.0,Physical Inspection,0
9492,WS/MP381/2024-2025/153006-Construction of rooms and halls in school and colleges,Normal/Others,1,Punjab,AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA),Shri Gurjeet Singh Aujla (2024-2029),Elected MP,CONSTRUCTION OF MULTI PUPOSE HALL AT SCHOOL OF EMINANCE KARAMPURA E- BLOCK RANJIT AVENUE ASR,2024-11-18,2024-11-28,10,500000.0,Physical Inspection,0
